,Q_1,Q_2,Q_3,Q_4,Q_5,Q_LS
2018-02-09,0.7504302403499521,1.0,0.8541652366376481,1.0,1.0,1.0
2018-02-12,0.7725592126522716,1.0,0.8748745772575913,1.0,1.0,1.0
2018-02-13,0.7692392087681355,1.0,0.8756734991370939,1.0,1.0,1.0
2018-02-14,0.7617331590512084,1.0,0.8775697364197255,1.0,1.0,1.0
2018-02-22,0.7770990678662733,1.0,0.8928881951189088,1.0,1.0,1.0
2018-02-23,0.7862344079996971,1.0,0.8969972933551625,1.0,1.0,1.0
2018-02-26,0.8042940098365268,1.0,0.917837992122931,1.0,1.0,1.0
2018-02-27,0.8026332211739227,1.0,0.9206155518428201,1.0,1.0,1.0
2018-02-28,0.7930318612597961,1.0,0.9213371435260413,1.0,1.0,1.0
2018-03-01,0.8110135573617547,1.0,0.9346213501894278,1.0,1.0,1.0
2018-03-02,0.8029991025271255,1.0,0.9304107821315828,1.0,1.0,1.0
2018-03-05,0.8036739867728403,1.0,0.9368651509466278,1.0,1.0,1.0
2018-03-06,0.8127443172624755,1.0,0.9474813329073979,1.0,1.0,1.0
2018-03-07,0.8056434795704421,1.0,0.9426197371371978,1.0,1.0,1.0
2018-03-08,0.8164312680083675,1.0,0.9517852657964508,1.0,1.0,1.0
2018-03-09,0.829010468267218,1.0,0.9667178147697116,1.0,1.0,1.0
2018-03-12,0.8390850147190146,1.0,0.9807007028203617,1.0,1.0,1.0
2018-03-13,0.8382319099921747,1.0,0.9758084112659513,1.0,1.0,1.0
2018-03-14,0.8304990383981686,1.0,0.966521626196854,1.0,1.0,1.0
2018-03-15,0.8301452634780033,1.0,0.9587338100132793,1.0,1.0,1.0
2018-03-16,0.8270977863800212,1.0,0.9586950442570031,1.0,1.0,1.0
2018-03-19,0.8296252661898066,1.0,0.962988223976908,1.0,1.0,1.0
2018-03-20,0.8383563478404282,1.0,0.9665926763399026,1.0,1.0,1.0
